mine_id,mine_name,state,district,date,year,month,planned_production_tonnes,actual_production_tonnes,production_variance_tonnes,production_achievement_pct,equipment_available_count,equipment_operating_count,equipment_downtime_hours,maintenance_hours,breakdown_count,planned_blasts,completed_blasts,blast_delay_hours,blast_delay_count,mine_depth_m,active_faces,working_hours,shift_hours,ore_grade_pct,ore_tonnage_available,rainfall_mm,temperature_c,soil_moisture,ventilation_delay_hours,ventilation_clearance_delay_hours,power_outage_hours,transport_delay_hours,manpower_available,production_lag_1d_tonnes,production_rolling_7d_mean_tonnes,production_target_tonnes,target_achieved,shortfall_tonnes,shortfall_pct,shortfall_flag,absenteeism_pct,overtime_hours,labor_strike_flag,steel_plant_demand_tonnes,manganese_price_index,order_backlog_tonnes,forest_clearance_status,pollution_shutdown_flag,mining_permission_active,is_monsoon_season_flag,road_condition_index,rake_availability_count,production_lag_1,production_rolling_7,equipment_utilization,downtime_ratio,blast_completion_rate,blast_delay_ratio,day_of_year
MOIL-09,Tirodi,Madhya Pradesh,Balaghat,2019-08-01,2019,8,8141.8,7928.3,-213.5,97.38,10,7,13.3,43.8,0,10,10,0.0,0,65,4,229.6,8.0,38.73,16084.8,199.6,25.9,0.55,0.7,0.4,5.2,4.4,435,7029.8,7778.7,8141.8,0,213.5,2.62,0,6.95,68.7,0,8556.3,115.93,677.1,Active,0,1,1,60.4,6,7029.8,9869.4,0.7,1.6625,1.0,0.0,213
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-08-01,2019,8,7374.1,6237.7,-1136.4,84.59,10,7,31.9,47.1,2,13,12,3.1,1,210,4,226.4,8.0,40.43,13907.4,253.1,27.6,0.55,6.7,4.7,9.9,7.1,406,6126.2,6539.4,7374.1,0,1136.4,15.41,1,7.82,62.5,0,5699.4,121.48,0.0,Active,0,1,1,48.4,6,6126.2,9011.042857142857,0.7,3.9875,0.9230769230769231,0.3875,213
MOIL-07,Balaghat,Madhya Pradesh,Balaghat,2019-08-01,2019,8,18025.6,16573.4,-1452.2,91.94,15,12,26.7,55.5,3,21,20,5.9,1,383,6,226.4,8.0,41.59,39219.3,250.6,25.0,0.55,5.9,3.8,7.2,6.7,766,15368.6,16559.2,18025.6,0,1452.2,8.06,1,9.69,55.5,0,15428.5,119.09,0.0,Active,0,1,1,47.5,6,15368.6,21687.100000000002,0.8,3.3375,0.9523809523809523,0.7375,213
MOIL-05,Chikla,Maharashtra,Bhandara,2019-08-01,2019,8,6554.7,6026.0,-528.7,91.93,9,6,25.9,39.4,3,15,14,2.5,1,160,4,228.0,8.0,36.96,10857.6,228.4,26.6,0.55,5.0,1.6,6.0,7.5,390,5486.6,6098.1,6554.7,0,528.7,8.07,1,7.91,79.1,0,5932.0,111.96,0.0,Active,0,1,1,58.7,8,5486.6,7969.599999999999,0.6666666666666666,3.2375,0.9333333333333333,0.3125,213
MOIL-10,Ukwa,Madhya Pradesh,Balaghat,2019-08-01,2019,8,9832.1,9121.2,-710.9,92.77,11,10,30.7,42.8,2,14,14,0.0,0,220,4,228.8,8.0,37.34,16791.7,215.3,26.8,0.55,4.5,1.4,6.1,3.3,498,8582.7,9131.8,9832.1,0,710.9,7.23,1,7.44,73.4,0,9206.2,116.03,76.6,Active,0,1,1,57.4,7,8582.7,11686.971428571427,0.9090909090909091,3.8375,1.0,0.0,213
MOIL-03,Kandri,Maharashtra,Nagpur,2019-08-01,2019,8,8193.4,7525.2,-668.2,91.84,10,9,13.4,43.9,0,14,12,9.6,2,245,4,229.6,8.0,39.62,16492.8,200.8,26.1,0.55,5.9,3.3,7.9,8.6,441,6694.3,7489.7,8193.4,0,668.2,8.16,1,7.66,81.6,0,7714.1,115.75,147.3,Active,0,1,1,60.6,8,6694.3,10021.285714285714,0.9,1.675,0.8571428571428571,1.2,213
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-09-01,2019,9,8319.5,7383.3,-936.2,88.75,10,8,40.7,49.3,5,15,15,0.0,0,210,4,229.6,8.0,39.01,15956.0,197.0,28.0,0.55,3.4,1.2,8.3,2.9,411,6237.7,6582.4,8319.5,0,936.2,11.25,1,7.57,73.7,0,7514.7,116.8,155.2,Active,0,1,1,60.6,7,6237.7,8456.0,0.8,5.0875,1.0,0.0,244
MOIL-03,Kandri,Maharashtra,Nagpur,2019-09-01,2019,9,9243.9,9005.4,-238.5,97.42,10,8,10.1,50.3,0,15,14,4.7,1,245,4,232.0,8.0,39.66,18401.3,151.3,26.4,0.525,3.0,1.1,5.3,6.5,428,7525.2,7741.6,9243.9,0,238.5,2.58,0,5.97,73.9,0,9188.2,122.04,127.6,Active,0,1,1,68.7,8,7525.2,9468.42857142857,0.8,1.2625,0.9333333333333333,0.5875,244
MOIL-02,Gumgaon,Maharashtra,Nagpur,2019-09-01,2019,9,7395.1,6686.2,-708.9,90.41,9,7,29.6,43.3,3,15,12,12.6,3,195,4,230.4,8.0,38.66,14738.7,173.5,28.1,0.55,4.4,1.7,6.3,8.0,397,5694.3,5923.6,7395.1,0,708.9,9.59,1,7.21,70.5,0,6720.2,120.66,31.2,Active,0,1,1,59.9,7,5694.3,7400.228571428573,0.7777777777777778,3.7,0.8,1.575,244
MOIL-10,Ukwa,Madhya Pradesh,Balaghat,2019-09-01,2019,9,11092.7,9686.0,-1406.7,87.32,11,10,19.6,41.4,2,16,14,10.1,2,220,4,231.2,8.0,39.69,23605.2,171.5,28.3,0.55,5.3,2.3,4.9,7.4,485,9121.2,9130.0,11092.7,0,1406.7,12.68,1,6.52,93.7,0,9274.2,117.21,0.0,Active,0,1,1,65.3,9,9121.2,11142.67142857143,0.9090909090909091,2.45,0.875,1.2625,244
MOIL-05,Chikla,Maharashtra,Bhandara,2019-09-01,2019,9,7395.1,6533.6,-861.5,88.35,9,7,55.9,39.0,5,13,13,0.0,0,160,4,230.4,8.0,38.55,15956.0,172.7,27.7,0.55,5.2,3.5,4.8,7.5,386,6026.0,6015.4,7395.1,0,861.5,11.65,1,7.39,82.0,0,6046.4,114.21,0.0,Active,0,1,1,60.9,7,6026.0,7560.557142857142,0.7777777777777778,6.9875,1.0,0.0,244
MOIL-09,Tirodi,Madhya Pradesh,Balaghat,2019-09-01,2019,9,9185.6,8417.0,-768.6,91.63,10,8,18.6,50.8,1,8,8,0.0,0,65,4,231.2,8.0,36.81,16592.4,164.5,28.7,0.55,3.1,1.4,7.7,7.9,427,7928.3,7791.7,9185.6,0,768.6,8.37,1,6.58,77.4,0,7934.1,114.63,0.0,Active,0,1,1,62.0,7,7928.3,9408.442857142858,0.8,2.325,1.0,0.0,244
MOIL-04,Munsar,Maharashtra,Bhandara,2019-09-01,2019,9,8319.5,8167.3,-152.2,98.17,10,8,10.5,51.0,0,14,13,5.8,1,180,4,231.2,8.0,38.7,13345.8,158.0,26.7,0.55,4.3,1.9,6.4,5.0,424,6043.7,6769.7,8319.5,0,152.2,1.83,0,6.52,76.6,0,7768.9,115.52,0.0,Active,0,1,1,61.7,8,6043.7,8547.028571428571,0.8,1.3125,0.9285714285714286,0.725,244
MOIL-08,Sitapatore,Madhya Pradesh,Balaghat,2019-09-01,2019,9,6430.0,6018.7,-411.3,93.6,9,7,16.5,37.3,1,6,6,0.0,0,55,3,230.4,8.0,38.49,10882.9,177.5,27.4,0.55,3.4,2.2,7.7,8.5,366,5302.4,5404.8,6430.0,0,411.3,6.4,1,5.45,76.9,0,5784.4,116.01,0.0,Active,0,1,1,60.5,7,5302.4,6624.271428571427,0.7777777777777778,2.0625,1.0,0.0,244
MOIL-06,Dongri Buzurg,Maharashtra,Bhandara,2019-09-01,2019,9,4592.8,4287.8,-305.0,93.36,8,7,25.6,36.2,3,8,8,0.0,0,60,3,232.0,8.0,40.15,10068.9,145.9,27.0,0.512,2.8,1.3,5.0,5.7,318,3342.2,3732.8,4592.8,0,305.0,6.64,1,7.07,68.0,0,3840.0,122.28,0.0,Active,0,1,1,65.6,7,3342.2,4607.442857142857,0.875,3.2,1.0,0.0,244
MOIL-07,Balaghat,Madhya Pradesh,Balaghat,2019-09-01,2019,9,20336.5,18499.1,-1837.4,90.96,15,14,24.8,60.4,2,21,20,2.4,1,383,6,231.2,8.0,39.99,36828.3,160.3,27.5,0.55,4.7,1.9,6.5,4.9,759,16573.4,16813.7,20336.5,0,1837.4,9.03,1,6.27,71.6,0,18881.6,122.72,433.3,Active,0,1,1,61.7,7,16573.4,20723.3,0.9333333333333333,3.1,0.9523809523809523,0.3,244
MOIL-09,Tirodi,Madhya Pradesh,Balaghat,2019-10-01,2019,10,10647.0,10450.6,-196.4,98.16,10,9,9.0,47.5,1,9,9,0.0,0,65,5,236.8,8.0,37.77,17912.1,58.8,27.0,0.296,0.6,0.4,3.9,3.4,426,8417.0,8932.0,10647.0,0,196.4,1.84,0,4.03,91.1,0,10828.4,121.8,273.9,Active,0,1,0,77.2,10,8417.0,9028.014285714286,0.9,1.125,1.0,0.0,274
MOIL-08,Sitapatore,Madhya Pradesh,Balaghat,2019-10-01,2019,10,7452.9,7079.3,-373.6,94.99,9,8,12.4,43.0,2,6,6,0.0,0,55,4,236.8,8.0,38.39,12786.3,55.6,27.1,0.284,0.9,0.6,6.1,3.8,351,6018.7,6133.5,7452.9,0,373.6,5.01,1,4.91,81.4,0,7476.2,115.3,439.4,Active,0,1,0,77.4,10,6018.7,6351.400000000001,0.8888888888888888,1.55,1.0,0.0,274
MOIL-03,Kandri,Maharashtra,Nagpur,2019-10-01,2019,10,10714.5,10760.1,45.6,100.43,10,9,3.5,51.7,0,14,14,0.0,0,245,5,237.6,8.0,39.31,18511.5,52.5,26.0,0.282,2.9,1.0,5.3,0.9,432,9005.4,9096.9,10714.5,1,0.0,0.0,0,5.84,103.8,0,9943.4,117.03,0.0,Active,0,1,0,77.6,10,9005.4,9140.357142857143,0.9,0.4375,1.0,0.0,274
MOIL-10,Ukwa,Madhya Pradesh,Balaghat,2019-10-01,2019,10,12857.4,12029.0,-828.4,93.56,11,11,11.9,51.9,1,16,16,0.0,0,220,5,237.6,8.0,40.1,25498.9,46.3,28.1,0.262,2.8,1.8,2.7,0.8,485,9686.0,10278.7,12857.4,0,828.4,6.44,1,4.06,88.5,0,10825.1,123.46,0.0,Active,0,1,0,74.8,10,9686.0,10650.885714285714,1.0,1.4875,1.0,0.0,274
MOIL-05,Chikla,Maharashtra,Bhandara,2019-10-01,2019,10,8571.6,8025.4,-546.2,93.63,9,9,18.2,41.1,3,12,12,0.0,0,160,5,238.4,8.0,36.33,16646.6,33.9,27.1,0.248,2.2,0.9,5.0,1.4,380,6533.6,6861.7,8571.6,0,546.2,6.37,1,3.3,94.0,0,7120.4,117.35,0.0,Active,0,1,0,76.2,11,6533.6,7221.185714285714,1.0,2.275,1.0,0.0,274
MOIL-06,Dongri Buzurg,Maharashtra,Bhandara,2019-10-01,2019,10,5323.5,5280.9,-42.6,99.2,8,8,9.6,38.9,1,9,9,0.0,0,60,4,237.6,8.0,39.48,8618.4,50.0,27.4,0.271,0.6,0.4,4.2,2.5,318,4287.8,4303.6,5323.5,0,42.6,0.8,0,3.49,95.6,0,4797.3,117.76,0.0,Active,0,1,0,73.5,8,4287.8,4443.142857142857,1.0,1.2,1.0,0.0,274
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-10-01,2019,10,9643.0,9135.0,-508.0,94.73,10,9,8.6,51.3,1,13,12,2.1,1,210,5,237.6,8.0,39.43,15658.7,46.4,26.2,0.255,2.2,0.7,2.4,0.9,426,7383.3,7585.3,9643.0,0,508.0,5.27,1,3.6,103.1,0,9662.0,120.97,540.8,Active,0,1,0,79.6,9,7383.3,8041.614285714286,0.9,1.075,0.9230769230769231,0.2625,274
MOIL-07,Balaghat,Madhya Pradesh,Balaghat,2019-10-01,2019,10,23571.9,22352.6,-1219.3,94.83,15,15,9.7,59.8,1,19,19,0.0,0,383,7,237.6,8.0,40.74,47580.5,48.9,27.5,0.283,2.4,0.8,2.0,0.8,744,18499.1,19141.7,23571.9,0,1219.3,5.17,1,3.94,80.3,0,21978.8,118.07,0.0,Active,0,1,0,80.0,10,18499.1,19887.17142857143,1.0,1.2125,1.0,0.0,274
MOIL-04,Munsar,Maharashtra,Bhandara,2019-10-01,2019,10,9643.0,9246.5,-396.5,95.89,10,9,2.8,41.5,0,14,13,2.2,1,180,5,237.6,8.0,38.58,18154.1,41.8,26.5,0.246,2.6,0.8,4.2,1.0,420,8167.3,7819.2,9643.0,0,396.5,4.11,0,5.29,92.0,0,8926.3,120.72,0.0,Active,0,1,0,77.6,9,8167.3,8211.242857142857,0.9,0.35,0.9285714285714286,0.275,274
MOIL-02,Gumgaon,Maharashtra,Nagpur,2019-10-01,2019,10,8571.6,8272.0,-299.6,96.5,9,9,11.5,39.7,2,13,13,0.0,0,195,5,237.6,8.0,39.77,14335.9,42.6,27.7,0.27,2.7,1.3,4.9,1.4,396,6686.2,6884.2,8571.6,0,299.6,3.5,0,5.1,101.8,0,8263.4,115.52,0.0,Active,0,1,0,77.4,8,6686.2,7069.328571428572,1.0,1.4375,1.0,0.0,274
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-11-01,2019,11,10399.4,9764.0,-635.4,93.89,10,9,13.2,39.2,2,15,15,0.0,0,210,5,239.2,8.0,40.86,17784.7,12.8,23.5,0.165,2.1,1.1,3.8,0.6,412,9135.0,8760.8,10399.4,0,635.4,6.11,1,5.18,108.1,0,9520.3,119.96,0.0,Active,0,1,0,85.1,10,9135.0,7886.557142857143,0.9,1.65,1.0,0.0,305
MOIL-10,Ukwa,Madhya Pradesh,Balaghat,2019-11-01,2019,11,13865.8,13193.3,-672.5,95.15,11,11,0.8,52.8,0,15,15,0.0,0,220,5,239.2,8.0,38.85,27630.7,12.4,23.0,0.197,2.2,1.3,3.0,0.5,487,12029.0,11636.1,13865.8,0,672.5,4.85,0,5.25,97.3,0,13654.1,119.08,438.7,Active,0,1,0,81.8,10,12029.0,10541.257142857143,1.0,0.1,1.0,0.0,305
MOIL-03,Kandri,Maharashtra,Nagpur,2019-11-01,2019,11,11554.8,11413.9,-140.9,98.78,10,10,1.0,51.2,0,16,15,5.6,1,245,5,239.2,8.0,39.87,24898.9,15.3,22.8,0.18,2.1,0.8,3.3,0.6,427,10760.1,10393.1,11554.8,0,140.9,1.22,0,4.77,88.7,0,11977.4,115.86,507.5,Active,0,1,0,86.3,9,10760.1,9071.657142857144,1.0,0.125,0.9375,0.7,305
MOIL-06,Dongri Buzurg,Maharashtra,Bhandara,2019-11-01,2019,11,5741.0,5632.3,-108.7,98.11,8,7,1.0,42.0,0,8,8,0.0,0,60,4,239.2,8.0,39.57,9274.6,14.9,23.4,0.197,0.2,0.1,1.7,2.1,317,5280.9,5067.0,5741.0,0,108.7,1.89,0,4.44,87.4,0,5320.3,113.09,0.0,Active,0,1,0,85.9,9,5280.9,4408.171428571429,0.875,0.125,1.0,0.0,305
MOIL-05,Chikla,Maharashtra,Bhandara,2019-11-01,2019,11,9243.9,8937.5,-306.4,96.69,9,8,0.8,42.9,0,15,15,0.0,0,160,5,239.2,8.0,36.8,18723.4,12.4,23.2,0.165,2.1,1.2,2.7,0.3,376,8025.4,7832.2,9243.9,0,306.4,3.31,0,4.17,107.5,0,9451.0,117.65,601.6,Active,0,1,0,88.2,10,8025.4,7086.771428571427,0.8888888888888888,0.1,1.0,0.0,305
MOIL-09,Tirodi,Madhya Pradesh,Balaghat,2019-11-01,2019,11,11482.1,11834.0,351.9,103.07,10,10,1.0,51.4,0,6,6,0.0,0,65,5,239.2,8.0,39.51,23138.3,14.9,23.9,0.185,0.1,0.0,1.7,2.2,435,10450.6,10233.9,11482.1,1,0.0,0.0,0,3.3,100.4,0,11365.4,122.05,0.0,Active,0,1,0,83.7,10,10450.6,8925.3,1.0,0.125,1.0,0.0,305
MOIL-02,Gumgaon,Maharashtra,Nagpur,2019-11-01,2019,11,9243.9,8842.6,-401.3,95.66,9,8,0.8,45.3,0,13,13,0.0,0,195,5,239.2,8.0,38.98,16866.3,12.1,24.4,0.19,2.2,1.4,3.1,0.6,383,8272.0,7933.6,9243.9,0,401.3,4.34,0,3.0,99.1,0,9073.7,116.81,163.5,Active,0,1,0,87.6,11,8272.0,6999.4857142857145,0.8888888888888888,0.1,1.0,0.0,305
MOIL-04,Munsar,Maharashtra,Bhandara,2019-11-01,2019,11,10399.4,9972.3,-427.1,95.89,10,10,8.2,49.2,1,15,15,0.0,0,180,5,239.2,8.0,38.62,21758.4,13.9,22.7,0.181,2.1,1.4,3.3,0.4,414,9246.5,9128.7,10399.4,0,427.1,4.11,0,4.4,99.5,0,9421.3,116.83,0.0,Active,0,1,0,86.1,11,9246.5,8033.042857142857,1.0,1.025,1.0,0.0,305
MOIL-08,Sitapatore,Madhya Pradesh,Balaghat,2019-11-01,2019,11,8037.4,7701.5,-335.9,95.82,9,8,13.9,38.6,2,8,8,0.0,0,55,4,239.2,8.0,39.28,17348.5,16.3,24.1,0.195,0.2,0.1,5.0,2.2,358,7079.3,6933.2,8037.4,0,335.9,4.18,0,4.82,90.9,0,7612.5,120.77,0.0,Active,0,1,0,80.1,9,7079.3,6240.685714285713,0.8888888888888888,1.7375,1.0,0.0,305
MOIL-07,Balaghat,Madhya Pradesh,Balaghat,2019-11-01,2019,11,25420.7,24512.3,-908.4,96.43,15,14,16.2,59.6,2,19,19,0.0,0,383,7,239.2,8.0,39.79,40904.4,14.2,24.6,0.186,2.1,1.3,2.9,0.4,739,22352.6,21788.0,25420.7,0,908.4,3.57,0,4.13,99.3,0,23740.8,115.59,0.0,Active,0,1,0,88.5,10,22352.6,19532.72857142857,0.9333333333333333,2.025,1.0,0.0,305
MOIL-08,Sitapatore,Madhya Pradesh,Balaghat,2019-12-01,2019,12,7964.4,7911.5,-52.9,99.34,9,8,7.1,42.7,1,7,7,0.0,0,55,4,240.0,8.0,40.02,13155.6,4.8,20.1,0.155,0.0,0.0,1.5,1.6,350,7701.5,7564.1,7964.4,0,52.9,0.66,0,4.7,91.1,0,7205.2,116.39,0.0,Active,0,1,0,82.3,11,7701.5,6245.985714285714,0.8888888888888888,0.8875,1.0,0.0,335
MOIL-02,Gumgaon,Maharashtra,Nagpur,2019-12-01,2019,12,9159.8,8733.1,-426.7,95.34,9,9,25.1,44.3,3,15,15,0.0,0,195,5,240.0,8.0,38.97,19335.9,5.2,19.9,0.159,2.1,1.2,2.8,0.1,401,8842.6,8615.9,9159.8,0,426.7,4.66,0,4.36,93.8,0,7732.3,125.07,0.0,Active,0,1,0,79.2,11,8842.6,7076.957142857143,1.0,3.1375,1.0,0.0,335
MOIL-09,Tirodi,Madhya Pradesh,Balaghat,2019-12-01,2019,12,11377.7,10595.3,-782.4,93.12,10,10,0.4,42.1,0,10,10,0.0,0,65,5,240.0,8.0,36.83,20338.2,5.8,20.5,0.158,0.1,0.1,3.0,1.8,450,11834.0,10960.0,11377.7,0,782.4,6.88,1,3.45,98.0,0,11067.1,117.23,346.2,Active,0,1,0,88.6,10,11834.0,9105.971428571429,1.0,0.05,1.0,0.0,335
MOIL-03,Kandri,Maharashtra,Nagpur,2019-12-01,2019,12,11449.8,11273.4,-176.4,98.46,10,10,3.7,51.6,1,15,15,0.0,0,245,5,240.0,8.0,36.42,19464.0,5.5,20.2,0.172,2.1,1.0,4.6,0.1,431,11413.9,11149.1,11449.8,0,176.4,1.54,0,4.09,93.6,0,11545.6,120.07,183.9,Active,0,1,0,87.1,9,11413.9,9166.457142857142,1.0,0.4625,1.0,0.0,335
MOIL-06,Dongri Buzurg,Maharashtra,Bhandara,2019-12-01,2019,12,5688.8,5567.4,-121.4,97.87,8,8,0.4,44.0,0,6,6,0.0,0,60,4,240.0,8.0,38.41,11362.5,5.4,19.6,0.157,0.1,0.0,1.8,1.7,312,5632.3,5493.5,5688.8,0,121.4,2.13,0,3.93,99.8,0,5720.6,120.43,173.7,Active,0,1,0,91.5,11,5632.3,4432.314285714286,1.0,0.05,1.0,0.0,335
MOIL-01,Beldongri,Maharashtra,Nagpur,2019-12-01,2019,12,10304.8,10115.3,-189.5,98.16,10,9,8.4,46.3,1,13,13,0.0,0,210,5,240.0,8.0,39.23,17723.6,4.8,20.9,0.172,2.0,0.8,3.1,0.2,408,9764.0,9671.4,10304.8,0,189.5,1.84,0,3.68,105.1,0,9228.1,117.1,0.0,Active,0,1,0,85.6,11,9764.0,7891.814285714286,0.9,1.05,1.0,0.0,335
MOIL-07,Balaghat,Madhya Pradesh,Balaghat,2019-12-01,2019,12,25189.6,24360.7,-828.9,96.71,15,15,0.4,58.1,0,21,21,0.0,0,383,7,240.0,8.0,39.46,49183.9,5.3,20.4,0.161,2.1,1.3,1.4,0.2,751,24512.3,23741.9,25189.6,0,828.9,3.29,0,3.52,100.3,0,26156.5,119.99,1860.8,Active,0,1,0,83.0,11,24512.3,19707.285714285714,1.0,0.05,1.0,0.0,335
MOIL-04,Munsar,Maharashtra,Bhandara,2019-12-01,2019,12,10304.8,9731.8,-573.0,94.44,10,10,19.0,46.7,4,15,15,0.0,0,180,5,240.0,8.0,39.43,18831.1,5.3,20.7,0.162,2.1,1.0,3.7,0.1,404,9972.3,9650.2,10304.8,0,573.0,5.56,1,3.53,106.7,0,8941.3,113.64,0.0,Active,0,1,0,79.6,10,9972.3,8067.585714285715,1.0,2.375,1.0,0.0,335
MOIL-10,Ukwa,Madhya Pradesh,Balaghat,2019-12-01,2019,12,13739.8,13503.1,-236.7,98.28,11,11,3.6,46.5,1,15,15,0.0,0,220,5,240.0,8.0,38.54,29569.1,5.7,21.4,0.165,2.1,0.8,3.0,0.2,501,13193.3,12908.5,13739.8,0,236.7,1.72,0,3.51,89.6,0,13885.6,126.15,398.6,Active,0,1,0,82.0,11,13193.3,10654.642857142857,1.0,0.45,1.0,0.0,335
MOIL-05,Chikla,Maharashtra,Bhandara,2019-12-01,2019,12,9159.8,8688.7,-471.1,94.86,9,8,3.4,39.9,1,13,13,0.0,0,160,5,240.0,8.0,39.07,19813.4,5.6,20.8,0.16,2.1,1.2,3.2,0.2,385,8937.5,8550.5,9159.8,0,471.1,5.14,1,3.3,94.1,0,9213.7,117.66,312.1,Active,0,1,0,84.2,10,8937.5,7094.885714285714,0.8888888888888888,0.425,1.0,0.0,335
MOIL-09,Tirodi,Madhya Pradesh,Balaghat,2020-01-01,2020,1,9725.5,9415.5,-310.0,96.81,10,10,4.8,48.0,1,9,9,0.0,0,65,5,239.2,8.0,35.45,20391.8,9.6,20.7,0.181,0.0,0.0,3.7,1.8,428,10595.3,10614.9,9725.5,0,310.0,3.19,0,5.18,97.0,0,8798.9,125.29,0.0,Active,0,1,0,76.5,11,10595.3,9233.285714285714,1.0,0.6,1.0,0.0,1
MOIL-05,Chikla,Maharashtra,Bhandara,2020-01-01,2020,1,7841.9,7739.7,-102.2,98.7,9,8,0.8,37.2,0,13,13,0.0,0,160,5,239.2,8.0,37.48,17112.5,12.5,21.1,0.194,2.1,1.4,3.3,0.6,397,8688.7,8455.3,7841.9,0,102.2,1.3,0,3.62,107.7,0,7356.5,122.7,0.0,Active,0,1,0,80.1,10,8688.7,7211.371428571429,0.8888888888888888,0.1,1.0,0.0,1
MOIL-08,Sitapatore,Madhya Pradesh,Balaghat,2020-01-01,2020,1,6807.8,6737.5,-70.3,98.97,9,8,0.7,38.2,0,5,5,0.0,0,55,4,239.2,8.0,38.72,14447.6,10.3,21.6,0.167,0.1,0.0,2.0,1.8,354,7911.5,7450.2,6807.8,0,70.3,1.03,0,4.27,92.8,0,6812.5,122.18,45.5,Active,0,1,0,83.0,9,7911.5,6344.885714285714,0.8888888888888888,0.0875,1.0,0.0,1
MOIL-03,Kandri,Maharashtra,Nagpur,2020-01-01,2020,1,9802.4,9729.5,-72.9,99.26,10,9,0.8,47.4,0,15,15,0.0,0,245,5,239.2,8.0,37.41,19455.3,11.9,22.8,0.174,2.0,1.0,4.4,0.4,438,11273.4,10805.6,9802.4,0,72.9,0.74,0,4.97,94.9,0,10444.3,116.75,727.4,Active,0,1,0,84.7,10,11273.4,9274.557142857144,0.9,0.1,1.0,0.0,1
MOIL-01,Beldongri,Maharashtra,Nagpur,2020-01-01,2020,1,8822.1,8665.2,-156.9,98.22,10,9,4.3,48.5,1,14,14,0.0,0,210,5,239.2,8.0,38.92,19157.3,10.9,22.1,0.162,2.2,1.3,5.1,0.5,418,10115.3,9514.8,8822.1,0,156.9,1.78,0,3.43,101.8,0,7865.3,120.58,0.0,Active,0,1,0,86.3,11,10115.3,8002.242857142856,0.9,0.5375,1.0,0.0,1
MOIL-07,Balaghat,Madhya Pradesh,Balaghat,2020-01-01,2020,1,21565.2,21431.9,-133.3,99.38,15,15,0.7,49.9,0,18,18,0.0,0,383,7,239.2,8.0,40.91,35135.4,11.1,21.0,0.16,2.1,1.1,2.1,0.3,747,24360.7,23435.0,21565.2,0,133.3,0.62,0,3.85,86.0,0,19801.5,119.4,0.0,Active,0,1,0,85.2,11,24360.7,19914.600000000002,1.0,0.0875,1.0,0.0,1
MOIL-04,Munsar,Maharashtra,Bhandara,2020-01-01,2020,1,8822.1,8716.7,-105.4,98.8,10,10,0.7,47.2,0,14,14,0.0,0,180,5,239.2,8.0,40.55,17657.2,11.2,21.4,0.178,2.2,1.5,2.5,0.2,410,9731.8,9473.6,8822.1,0,105.4,1.19,0,4.53,95.0,0,9349.5,119.3,545.4,Active,0,1,0,82.8,11,9731.8,8103.228571428571,1.0,0.0875,1.0,0.0,1
MOIL-10,Ukwa,Madhya Pradesh,Balaghat,2020-01-01,2020,1,11762.8,11230.6,-532.2,95.48,11,10,0.9,44.1,0,17,17,0.0,0,220,5,239.2,8.0,38.5,25153.5,13.8,21.4,0.187,2.2,1.1,2.7,0.4,495,13503.1,12642.3,11762.8,0,532.2,4.52,0,3.61,98.7,0,10506.4,118.8,0.0,Active,0,1,0,87.1,9,13503.1,10829.528571428573,0.9090909090909091,0.1125,1.0,0.0,1
MOIL-06,Dongri Buzurg,Maharashtra,Bhandara,2020-01-01,2020,1,4862.7,4775.9,-86.8,98.21,8,8,0.7,40.4,0,6,5,2.5,1,60,4,239.2,8.0,37.42,9225.9,10.1,21.7,0.179,0.2,0.1,5.1,1.8,305,5567.4,5325.2,4862.7,0,86.8,1.79,0,4.08,99.6,0,4778.4,116.8,1.6,Active,0,1,0,86.2,10,5567.4,4498.285714285715,1.0,0.0875,0.8333333333333334,0.3125,1
MOIL-02,Gumgaon,Maharashtra,Nagpur,2020-01-01,2020,1,7841.9,7615.8,-226.1,97.12,9,8,0.8,48.7,0,12,12,0.0,0,195,5,239.2,8.0,39.99,15390.4,11.8,21.8,0.192,2.2,0.9,2.0,0.3,373,8733.1,8397.2,7841.9,0,226.1,2.88,0,5.85,103.3,0,7486.5,130.66,0.0,Active,0,1,0,80.6,10,8733.1,7193.171428571428,0.8888888888888888,0.1,1.0,0.0,1
MOIL-01,Beldongri,Maharashtra,Nagpur,2020-02-01,2020,2,8985.5,8817.3,-168.2,98.13,10,9,16.9,40.7,2,12,11,2.9,1,210,5,239.2,8.0,37.08,16313.4,20.5,24.9,0.198,2.3,1.0,2.9,0.8,400,8665.2,9199.3,8985.5,0,168.2,1.87,0,4.44,83.3,0,8693.7,124.77,0.0,Active,0,1,0,82.8,11,8665.2,8203.814285714285,0.9,2.1125,0.9166666666666666,0.3625,32
MOIL-10,Ukwa,Madhya Pradesh,Balaghat,2020-02-01,2020,2,11980.7,11474.3,-506.4,95.77,11,11,9.2,42.6,1,17,17,0.0,0,220,5,239.2,8.0,37.78,23750.5,17.5,24.7,0.189,2.1,0.7,1.9,0.6,495,11230.6,12069.3,11980.7,0,506.4,4.23,0,4.78,102.6,0,12062.8,120.42,522.3,Active,0,1,0,86.1,9,11230.6,11049.414285714285,1.0,1.15,1.0,0.0,32
